time,x,z,vx,vz,theta,omega,delta,T_cmd,delta_d
0.672,0.0949852321587941,-0.631170844748867,-0.402398025046021,-1.85170764667566,-0.321692280044068,-6.18695624755723,0.457918627231654,0.476785578069038,0.649039861368699
0.674,0.0941800131108423,-0.634857868349043,-0.402938075621524,-1.836055126059,-0.334027874066329,-6.15692930757063,0.47014776939098,0.497350062346839,0.657500458541168
0.676,0.0933736667078838,-0.638513983628143,-0.403470549714704,-1.82035388830223,-0.346300648053153,-6.12641994190497,0.482216300205794,0.513064420304653,0.665652497847001
0.678,0.0925662187152068,-0.642139006938216,-0.403998100406431,-1.80462548682297,-0.358510079165397,-6.09531764750614,0.494115527483677,0.526478985095823,0.673487598037955
0.68,0.0917576948980993,-0.645732754631312,-0.404523380777576,-1.78889147503886,-0.370655644563921,-6.06351192132,0.505836759032205,0.540144089873692,0.680997377865786
0.682,0.090948113892059,-0.649295108236681,-0.405048872527779,-1.7731727396151,-0.382736386764346,-6.03088563012013,0.517371318712356,0.556610067791603,0.68817345608225
0.684,0.0901374658134209,-0.652826209992381,-0.405576371831758,-1.75748750020739,-0.394749609701346,-5.99729511999086,0.528710594598697,0.578427252002898,0.695007451439105
0.686,0.0893257336487296,-0.656326267313669,-0.406107503483001,-1.741853309719,-0.406692182664358,-5.96259010684421,0.539845990819194,0.608145975660919,0.701490982688107
0.688,0.0885129003845297,-0.659795487615805,-0.406643892274997,-1.72628772105322,-0.418560974942819,-5.9266203065922,0.550768911501812,0.648316571919008,0.707615668581013
0.69,0.0876989490073656,-0.663234078314045,-0.407187163001234,-1.71080828711334,-0.430352855826169,-5.88923543514685,0.561470760774517,0.701400682133376,0.713373141061986
0.692,0.086883862503782,-0.66664224682365,-0.407738940455199,-1.69543256080264,-0.442064694603842,-5.85028520842019,0.571942942765275,0.76782003632611,0.718755335500551
0.694,0.0860676238603233,-0.670020200559877,-0.408300849430382,-1.68017809502439,-0.453693360565278,-5.80961934232423,0.58217686160205,0.84595645318518,0.72375449069159
0.696,0.0852502160635341,-0.673368146937984,-0.408874514720271,-1.6650624426819,-0.465235722999912,-5.76708755277099,0.592163921412807,0.93410305960142,0.728362858622395
0.698,0.0844316220999589,-0.67668629337323,-0.409461561118353,-1.65010315667844,-0.476688651197184,-5.7225395556725,0.601895526325514,1.03055298246566,0.732572691280257
0.7,0.0836118249561424,-0.679974847280873,-0.410063613418117,-1.6353177899173,-0.488049014446529,-5.67582506694078,0.611363080468134,1.13359934866875,0.736376240652466
0.702,0.0827908044116677,-0.683234095248906,-0.410682075511354,-1.62072596160735,-0.499312911760081,-5.62676686945338,0.620558033097136,1.24153528510151,0.739765758726312
0.704,0.0819685274182727,-0.686464640556253,-0.411317467683065,-1.60635555617978,-0.510473361040754,-5.57508001395001,0.629472013982996,1.35265391865477,0.742733497489088
0.706,0.0811449577207341,-0.689667165654573,-0.411970089316552,-1.59223652437138,-0.521522609914159,-5.52045261813588,0.638096698024692,1.46524837621938,0.745271708928082
0.708,0.0803200590638285,-0.692842352995526,-0.41264023979512,-1.57839881691893,-0.532452906005904,-5.46257279971624,0.646423760121202,1.57761178468617,0.747372645030587
0.71,0.0794937951923325,-0.695990885030771,-0.413328218502071,-1.56487238455921,-0.5432564969416,-5.4011286763963,0.654444875171504,1.68807534224822,0.749028588051908
0.712,0.0786661298510228,-0.699113444211967,-0.41403432482071,-1.551687178029,-0.553925630346858,-5.33580836588132,0.662151718074578,1.79584588705045,0.750232516411722
0.714,0.077837026784676,-0.702210712990772,-0.414758858134338,-1.53887314806509,-0.564452553847285,-5.2662999858765,0.6695359637294,1.90100589718962,0.750978104694071
0.716,0.0770064497380687,-0.705283373818846,-0.41550211782626,-1.52646024540426,-0.574829515068493,-5.19229165408709,0.676589287034949,2.00367592206472,0.751259057751015
0.718,0.0761743624559776,-0.708332109147847,-0.416264403279779,-1.51447842078328,-0.585048761636092,-5.11347148821832,0.683303362890204,2.10397651107476,0.751069080434614
0.72,0.0753407286831792,-0.711357601429436,-0.417046013878199,-1.50295762493894,-0.595102541175691,-5.02952760597542,0.689669866194143,2.20202821361874,0.750401877596928
0.722,0.0745055221870468,-0.714360599237864,-0.417846146950726,-1.49192443728852,-0.604982416549511,-4.94018360948959,0.69568058381626,2.29795157909566,0.749251154090015
0.724,0.0736687568253402,-0.717342115637763,-0.418659591610184,-1.48139195197127,-0.614677211566214,-4.84530503859596,0.701327750508113,2.39186715690453,0.747610614765937
0.726,0.0728304564784156,-0.720303229816356,-0.4194800349153,-1.47136989180692,-0.624175065271074,-4.74479291755561,0.706603712991775,2.48389549644435,0.745473964476751
0.728,0.0719906450266293,-0.723245020960868,-0.4203011639248,-1.46186797961523,-0.633464116709363,-4.63854827062965,0.71150081798932,2.57415714711412,0.742834908074519
0.73,0.0711493463503377,-0.726168568258522,-0.421116665697412,-1.45289593821593,-0.642532504926355,-4.52647212207917,0.716011412222822,2.66276167601149,0.739687204773615
0.732,0.0703065843298971,-0.729074950896544,-0.421920227291864,-1.44446349042878,-0.651368368967323,-4.40846549616526,0.720127842414355,2.74956605730291,0.736025864121687
0.734,0.0694623828456638,-0.731965248062158,-0.422705535766881,-1.4365803590735,-0.65995984787754,-4.28442941714903,0.723842455285992,2.83417467222365,0.731847145999653
0.736,0.0686167657779942,-0.734840538942587,-0.423466278181192,-1.42925626696985,-0.66829508070228,-4.15426490929156,0.727147597559807,2.91618091970763,0.727147364650747
0.738,0.0677697570072446,-0.737701902725056,-0.424196141593522,-1.42250093693756,-0.676362206486815,-4.01787299685395,0.730035615957873,2.99517819868875,0.721922834318203
0.74,0.0669213804137712,-0.740550418596789,-0.4248888130626,-1.41632409179639,-0.684149364276418,-3.8751547040973,0.732498857202265,3.07075990810092,0.716169869245255
0.742,0.0660716855943649,-0.743387169404861,-0.425537512317469,-1.41073257941116,-0.691644798241263,-3.72605455968563,0.734529901014624,3.14251944687806,0.709884783675138
0.744,0.065220825011554,-0.746213252635746,-0.426133589768436,-1.405721747827,-0.69883717305112,-3.57069110989467,0.736122259114863,3.21005021395407,0.703063891851086
0.746,0.0643689768443013,-0.749029769435767,-0.426667928496129,-1.40128407013415,-0.705715258500661,-3.40922640540309,0.737269676222465,3.27294560826288,0.695703508016333
0.748,0.0635163192715696,-0.751837820951248,-0.427131411581171,-1.39741201942282,-0.712267824384555,-3.24182249688956,0.73796589705691,3.33079902873838,0.687799946414114
0.75,0.0626630304723217,-0.754638508328514,-0.427514922104188,-1.39409806878325,-0.718483640497474,-3.06864143503273,0.738204666337682,3.38320698716662,0.679349602717414
0.752,0.0618092886255204,-0.757432932713889,-0.427809343145805,-1.39133469130566,-0.724351476634089,-2.88984527051127,0.737979728784261,3.42983759093279,0.670350745483512
0.754,0.0609552719101286,-0.760222195253695,-0.428005557786647,-1.38911436008026,-0.729860102589069,-2.70559605400384,0.737284829116128,3.47043054302116,0.660803516153982
0.756,0.0601011585051089,-0.763007397094258,-0.42809444910734,-1.3874295481973,-0.734998288157087,-2.51605583618911,0.736113712052767,3.50472865926818,0.650708137600147
0.758,0.0592471265894243,-0.765789639381901,-0.428066900188509,-1.38627272874699,-0.739754803132812,-2.32138666774574,0.734460122313658,3.53247475551027,0.640064832693331
0.76,0.0583933543420374,-0.768570023262949,-0.427913794110779,-1.38563637481955,-0.744118417310915,-2.12175059935239,0.732317804618283,3.55341164758387,0.628873824304859
0.762,0.0575400456006409,-0.771349588366989,-0.427626487054933,-1.38550931680159,-0.74807893781645,-1.91735939783302,0.72968090875174,3.56728215132541,0.617135335306055
0.764,0.0566875068378457,-0.774129128256668,-0.427198227602388,-1.38586581426524,-0.751630321095995,-1.70862369459278,0.726545204761593,3.57382908257131,0.604849588568243
0.766,0.0558360701849928,-0.776909374977898,-0.42662273743472,-1.38667648407901,-0.754767560926513,-1.49600383718208,0.722906867761023,3.57279525715801,0.592016806962747
0.768,0.0549860677734228,-0.779691060576591,-0.425893738233504,-1.38791194311139,-0.757485651084964,-1.27996017315137,0.718762072863209,3.56392349092195,0.578637213360892
0.77,0.0541378317344767,-0.782474917098656,-0.425004951680315,-1.3895428082309,-0.759779585348312,-1.06095305005108,0.714106995181332,3.54696080370439,0.564711134009322
0.772,0.0532916941994951,-0.785261676590006,-0.42395009945673,-1.39153969630604,-0.761644357493518,-0.83944281543163,0.708937809828572,3.521750907458,0.550241272787061
0.774,0.0524479872998189,-0.788052071096551,-0.422722903244322,-1.39387322420532,-0.763074961297542,-0.615889816843465,0.70325069191811,3.48823420624684,0.535232711205512
0.776,0.0516070431667888,-0.790846832664204,-0.421317084724668,-1.39651400879724,-0.764066390537348,-0.390754401837015,0.697041816563125,3.44635530813982,0.519690634151399
0.778,0.0507691939317458,-0.793646693338874,-0.419726365579343,-1.39943266695032,-0.764613638989896,-0.16449691796271,0.690307358876799,3.39605882120583,0.503620226511444
0.78,0.0499347717260304,-0.796452385166475,-0.417944467489922,-1.40259981553305,-0.764711700432149,0.0624222872290149,0.68304349397231,3.33728935351378,0.487026673172371
0.782,0.0491041150926588,-0.799264513166824,-0.415966563743279,-1.40598316318194,-0.764357344234175,0.289518756060439,0.67524699639,3.26999151313257,0.469915159020903
0.784,0.048277588221347,-0.802083174255375,-0.413793634047484,-1.40953878560544,-0.763554442138476,0.516211590344679,0.666917038378849,3.1941099081311,0.452290868943765
0.786,0.0474555617134866,-0.804908338321488,-0.411428109715904,-1.41321985027999,-0.762308641480658,0.741895781767561,0.658053391614995,3.10958914657828,0.434158987827678
0.788,0.0466384061704687,-0.807739975254525,-0.408872422061908,-1.41697952468204,-0.760625589596329,0.965966322014912,0.648655827774579,3.016373836543,0.415524700559367
0.79,0.0458264921936849,-0.810578054943845,-0.406129002398864,-1.42077097628803,-0.758510933821097,1.18781820277256,0.638724118533741,2.9144176615274,0.396393295501032
0.792,0.0450201903845264,-0.81342254727881,-0.403200282040139,-1.42454737257441,-0.755970321490571,1.40684641572633,0.628258035568619,2.80388303999786,0.376772440950838
0.794,0.0442198713443846,-0.816273422148781,-0.400088692299103,-1.42826188101762,-0.753009399940356,1.62244595256205,0.617257350555354,2.68514112538503,0.356672185142914
0.796,0.0434259056746509,-0.819130649443117,-0.396796664489122,-1.43186766909411,-0.749633816506063,1.83401180496554,0.605721835170085,2.55857214655277,0.336102679786868
0.798,0.0426386639767167,-0.821994199051181,-0.393326629923565,-1.43531790428033,-0.745849218523297,2.04093896462264,0.593651261088952,2.42455633236495,0.315074076592306
0.8,0.0418585168519732,-0.824864040862332,-0.3896810199158,-1.43856575405271,-0.741661253327667,2.24262242321917,0.581045399988095,2.28347391168544,0.293596527268835
0.802,0.0410858061850888,-0.827739984003894,-0.385864327013723,-1.44156392052507,-0.737077204571706,2.43849521018653,0.567904772174768,2.13570511337811,0.271680183526061
0.804,0.0403207589938388,-0.830621194555037,-0.381889288703339,-1.4442632443607,-0.732110901175645,2.62814250593843,0.554232892480685,1.98163016630682,0.249335197073592
0.806,0.0395635735792757,-0.833506677832891,-0.377770703705183,-1.44661410086026,-0.72677780837664,2.81118752863415,0.540034024368676,1.82162929933546,0.226571719621033
0.808,0.0388144482424517,-0.836395439154589,-0.373523370739788,-1.44856686532438,-0.72109339141185,2.98725349643297,0.52531243130157,1.65608274132788,0.203399902877993
0.81,0.0380735812844193,-0.839286483837263,-0.369162088527687,-1.45007191305374,-0.71507311551843,3.15596362749418,0.510072376742196,1.48539983149338,0.179829966416026
0.812,0.0373411710062308,-0.842178817198044,-0.364701655789414,-1.45107961934897,-0.708732445933536,3.31694113997705,0.494318124153382,1.31065944698609,0.155873690631536
0.814,0.0366174157089386,-0.845071444554064,-0.360156871245503,-1.45154035951075,-0.702086847894327,3.46980925204086,0.47805393699796,1.13361000290495,0.131544416745772
0.816,0.0359025136935948,-0.847963371222455,-0.355542533616487,-1.45140450883972,-0.695151786637958,3.61419118184491,0.461284078738756,0.956029024694335,0.10685555384193
0.818,0.035196663261252,-0.850853602520349,-0.350873441622901,-1.45062244263653,-0.687942727401586,3.74971014754848,0.444012812838601,0.779694037798618,0.0818205110032086
0.82,0.0345000627129625,-0.853741143764878,-0.346164393985277,-1.44914453620184,-0.680475135422367,3.87598936731083,0.426244402760323,0.606382567662176,0.0564526973128069
0.822,0.0338128498970517,-0.856624899553434,-0.341431301789982,-1.44692763442889,-0.672764569722086,3.99276827477548,0.407983862999625,0.437872139729383,0.0307655218539228
0.824,0.0331349208509382,-0.859503371604456,-0.336694525586716,-1.44395446058126,-0.664826964461032,4.10025116552282,0.389239212183705,0.275940279444613,0.00477239370975427
0.826,0.0324661111593137,-0.862374960916645,-0.331975538291012,-1.44021420751513,-0.656678347584125,4.19875855061745,0.370019219972634,0.122364512252241,-0.0215132780365004
0.828,0.0318062564068699,-0.865238068488699,-0.327295812818402,-1.43569606808667,-0.648334747036281,4.28861094112398,0.350332656026484,-0.0210776364033589,-0.0480780843016432
0.83,0.0311551921782983,-0.868091095319321,-0.322676822084418,-1.43038923515205,-0.639812190762418,4.37012884810702,0.330188290005324,-0.15261919220882,-0.074908587083291
0.832,0.0305127540582908,-0.870932442407208,-0.318140039004593,-1.42428290156744,-0.631126706707454,4.44363278263118,0.309594891569227,-0.27073585686398,-0.10199068323781
0.834,0.0298787776315389,-0.873760510751062,-0.31370693649446,-1.41736626018901,-0.622294322816308,4.50944325576107,0.288561230378263,-0.374146008081876,-0.129309604480316
0.836,0.0292530984827345,-0.876573701349582,-0.309398987469551,-1.40962850387294,-0.613331067033896,4.56788077856129,0.267096076092505,-0.461578574706555,-0.156850553606739
0.838,0.028635552196569,-0.879370415201469,-0.305237664845399,-1.40105882547539,-0.604252967305136,4.61926586209645,0.245208198372022,-0.531762485582065,-0.184598733413009
0.84,0.0280259743577343,-0.882149053305422,-0.301244441537536,-1.39164641785254,-0.595076051574947,4.66391901743117,0.222906366876886,-0.583426669552453,-0.212539346695058
0.842,0.0274241796690975,-0.884908095722621,-0.297435721005442,-1.38139198248984,-0.585814964562136,4.70219224121944,0.200199931567087,-0.615300055461765,-0.240657596248815
0.844,0.0268298993062273,-0.887646338764167,-0.293807628884377,-1.37034225538985,-0.576478818081076,4.73456347247281,0.17710056360229,-0.626111572154049,-0.268938684870212
0.846,0.0262428435628681,-0.89036265780364,-0.290351221353549,-1.35855548118443,-0.567075340720028,4.76154213579222,0.15362051444208,-0.614590148473352,-0.297367815355178
0.848,0.0256627227327642,-0.89305592821462,-0.287057554592167,-1.34608990450542,-0.557612261067255,4.78363765577863,0.129772035546041,-0.57946471326372,-0.325930190499644
0.85,0.0250892471096598,-0.895725025370688,-0.283917684779438,-1.33300376998467,-0.548097307711018,4.80135945703296,0.105567378373756,-0.519593470193731,-0.354610982655959
0.852,0.0245221269872992,-0.898368824645423,-0.280922668094571,-1.31935532225402,-0.538538209239581,4.81521696415617,0.0810187943848114,-0.436807943896146,-0.383394663974084
0.854,0.0239610726594266,-0.900986201412405,-0.278063560716772,-1.30520280594533,-0.528942694241205,4.82571960174919,0.0561385350387898,-0.335912979967912,-0.412265006401591
0.856,0.0234057944197865,-0.903576031045216,-0.275331418825249,-1.29060446569044,-0.519318491304153,4.83337679441298,0.0309388517952759,-0.221842698830504,-0.441205751442471
0.858,0.0228560025621229,-0.906137188917434,-0.272717298599211,-1.2756185461212,-0.509673329016687,4.83869796674846,0.00543199611385387,-0.0995312209053985,-0.470200640600715
0.86,0.0223114073801803,-0.908668550402641,-0.270212256217866,-1.26030329186946,-0.50001493596707,4.84219254335658,-0.0203697805458921,0.0260873333859281,-0.499233415380314
0.862,0.0217717672170873,-0.911169135907657,-0.267805524195576,-1.24471203601379,-0.490350317190253,4.8442724959689,-0.0464538445898498,0.150078843622,-0.528287817285259
0.864,0.0212370326135102,-0.913638545972263,-0.265479040387331,-1.22887846541975,-0.480683583507954,4.84495998483938,-0.072806033885795,0.267509189381341,-0.55734758781954
0.866,0.0207072021594999,-0.916076526169481,-0.263212918983275,-1.21283135539961,-0.47101812218858,4.84417971735261,-0.0994118041669756,0.373444250242475,-0.58639646848715
0.868,0.020182274445107,-0.918482822072331,-0.260987274173552,-1.19659948126565,-0.461357320500537,4.84185640089315,-0.126256611166639,0.462949905783925,-0.615418200792078
0.87,0.0196622480603823,-0.920857179253836,-0.258782220148306,-1.18021161833014,-0.451704565712232,4.83791474284561,-0.153325910618034,0.531258336300109,-0.644396479290169
0.872,0.0191471215953766,-0.923199343287016,-0.256577871097683,-1.16369654190537,-0.442063245092074,4.83227945059454,-0.180605158254408,0.57742663855096,-0.673313918729925
0.874,0.0186368936401407,-0.925509059744895,-0.254354341211825,-1.14708302730361,-0.432436745908468,4.82487523152454,-0.208079809809008,0.604336825761929,-0.702152054052498
0.876,0.0181315627847252,-0.927786074200492,-0.252091744680878,-1.13039984983714,-0.422828455429822,4.81562679302018,-0.235735321015083,0.615037211874362,-0.730892373250896
0.878,0.0176311276191809,-0.930030132226829,-0.249770195694985,-1.11367578481824,-0.413241760924542,4.80445884246604,-0.263557147605881,0.612576110829603,-0.759516364318129
0.88,0.0171355867335587,-0.932240979396928,-0.247369808444292,-1.09693960755918,-0.403680049661037,4.7912960872467,-0.291530745314648,0.600001836568995,-0.788005515247204
0.882,0.0166449622193858,-0.934418393488547,-0.24487497557457,-1.08021372207515,-0.394146789112712,4.77608031178517,-0.319641264631128,0.580362703033882,-0.816341314031129
0.884,0.0161593701740959,-0.93656228109839,-0.242287203554101,-1.06349504719291,-0.384645767572978,4.75882160865819,-0.347872635071038,0.556707024165609,-0.844505248662914
0.886,0.0156789501965992,-0.938672581027898,-0.239612277306795,-1.04677413044214,-0.375180853540244,4.73954714748092,-0.376208480906591,0.532083113905521,-0.872478807135566
0.888,0.0152038418858059,-0.940749232078512,-0.236855981756559,-1.03004151935249,-0.36575591551292,4.71828409786854,-0.404632426409999,0.50953928619496,-0.900243477442093
0.89,0.0147341848406262,-0.942792173051674,-0.234024101827305,-1.01328776145365,-0.356374821989414,4.69505962943622,-0.433128095853475,0.49204069803213,-0.927780718610291
0.892,0.0142701186599704,-0.944801342748823,-0.231122422442942,-0.996503404275273,-0.347041441468137,4.66990091179912,-0.461679113509232,0.480639896722953,-0.955071323468038
0.894,0.0138117829427486,-0.946776679971401,-0.228156728527378,-0.979678995347036,-0.337759642447499,4.6428351145724,-0.490269103649481,0.474476819881077,-0.982095418643298
0.896,0.0133593172878712,-0.948718123520849,-0.225132805004523,-0.962805082198606,-0.328533293425908,4.61388940737125,-0.518881690546435,0.472608248177005,-1.00883310179882
0.898,0.0129128612942482,-0.950625612198608,-0.222056436798287,-0.945872212359651,-0.319366262901774,4.58309095981082,-0.547500498472307,0.474090962281243,-1.03526447059736
0.9,0.01247255456079,-0.952499084806118,-0.218933408832578,-0.92887093335984,-0.310262419373507,4.55046694150629,-0.576109151699308,0.477981742864293,-1.06136962270165
0.902,0.0120385252016532,-0.954338466739177,-0.215768726198692,-0.911793602987831,-0.301225507899998,4.51604780948622,-0.604690986588752,0.483337370596661,-1.08712865577446
0.904,0.0116108553919803,-0.956143629771001,-0.212564274657463,-0.894639820068233,-0.292258779782069,4.47987717043279,-0.633228187858352,0.48921462614885,-1.11252166747853
0.906,0.0111896158221601,-0.957914432269166,-0.20932116013711,-0.877410993684645,-0.283365362881019,4.44200191844158,-0.661702652314919,0.494670290191364,-1.13752875547661
0.908,0.0107748771825817,-0.959650732601244,-0.206040488565854,-0.860108532920664,-0.274548385058153,4.40246894760816,-0.690096276765266,0.498761143394708,-1.16213001743146
0.91,0.010366710163634,-0.961352389134809,-0.202723365871913,-0.842733846859889,-0.265810974174771,4.36132515202811,-0.718390958016206,0.500578711926477,-1.18630549857217
0.912,0.00996518545570589,-0.963019260237435,-0.199370897983508,-0.825288344585917,-0.257156258092176,4.318617425797,-0.746568592874551,0.500013668387362,-1.21003403815425
0.914,0.00957037374918628,-0.964651204276695,-0.195984190828858,-0.807773435182347,-0.24858736467167,4.27439266301041,-0.774611078147115,0.497755831811151,-1.23329326945954
0.916,0.00918234573446412,-0.966248079620163,-0.192564350336182,-0.790190527732777,-0.240107421774556,4.22869775776392,-0.80250031064071,0.494529766728721,-1.25606077333627
0.918,0.00880117210192835,-0.967809744635412,-0.189112482433701,-0.772541031320806,-0.231719557262135,4.1815796041531,-0.830218187162148,0.491060037670952,-1.27831413063264
0.92,0.00842692354196788,-0.969336057690017,-0.185629693049635,-0.75482635503003,-0.223426898995709,4.13308509627353,-0.857746604518242,0.488071209168723,-1.30003092219689
0.922,0.00805967296372009,-0.970826879041313,-0.182116497594618,-0.737047627225845,-0.215232535864848,4.08324939402884,-0.885067157609428,0.486287845752911,-1.32118872887723
0.924,0.00769950215131607,-0.972282076505692,-0.178571049408957,-0.719204853400837,-0.207139400872192,4.03206072055483,-0.912160233710635,0.486434511954394,-1.34176513152188
0.926,0.00734649510763533,-0.973701519789306,-0.17499091131537,-0.701297758329385,-0.19915038804865,3.97949556479536,-0.939005918190416,0.489235772304053,-1.36173771097905
0.928,0.0070007358355574,-0.975085078598309,-0.17137364613658,-0.683326066785871,-0.191268391425128,3.9255304156943,-0.965584296417322,0.495416191332765,-1.38108404809698
0.93,0.00666230833796181,-0.976432622638855,-0.167716816695307,-0.665289503544677,-0.183496305032535,3.87014176219551,-0.991875453759906,0.505644508502774,-1.39978181375815
0.932,0.00633129661772809,-0.977744021617096,-0.164017985814271,-0.647187793380185,-0.175837022901777,3.81330609324285,-1.01785947558672,0.519305486697757,-1.4178107496335
0.934,0.00600778467773575,-0.979019145239186,-0.160274716316194,-0.629020661066775,-0.168293439063764,3.75499989778017,-1.04351644726632,0.534499912222816,-1.43515266818239
0.936,0.00569185652086432,-0.980257863211279,-0.156484571023796,-0.610787831378828,-0.160868447549403,3.69519966475133,-1.06882645416725,0.549272746314424,-1.45178947189847
0.938,0.00538359614999335,-0.981460045239528,-0.152645112759799,-0.592489029090728,-0.153564942389601,3.63388188310021,-1.09376958165807,0.56166895020905,-1.46770306327539
0.94,0.00508308756800231,-0.982625561030086,-0.148753904346922,-0.574123978976854,-0.146385817615267,3.57102304177065,-1.11832591510732,0.569733485143168,-1.48287534480678
0.942,0.00479038955476604,-0.983754281545142,-0.144811843300787,-0.555692623156978,-0.139333531397642,3.50665105269175,-1.14247544780984,0.571511312353246,-1.49728821898631
0.944,0.00450545999814043,-0.984846082771025,-0.140833165908607,-0.537195773132433,-0.132408798469308,3.44099951973357,-1.16619780476547,0.565047393075756,-1.5109235883076
0.946,0.00422823156297664,-0.9859008419501,-0.136835443150498,-0.518634457749943,-0.125611897703182,3.37435346975139,-1.18947251890034,0.548386688547169,-1.52376335526431
0.948,0.00395863691412585,-0.98691843632473,-0.132836246006575,-0.500009705856229,-0.11894310797218,3.30699792960049,-1.21227912314058,0.519574160003956,-1.53578942235009
0.95,0.00369660871643923,-0.987898743137282,-0.128853145456952,-0.481322546298017,-0.112402708149218,3.23921792613617,-1.23459715041232,0.476843323459703,-1.54698329372314
0.952,0.00344207963476795,-0.988841639630118,-0.124903712481743,-0.462574007922027,-0.105990977107212,3.17129848621371,-1.25640613364168,0.422764454801641,-1.55731731182687
0.954,0.00319498233396318,-0.989747003045604,-0.121005518061063,-0.443765119574985,-0.099708193719079,3.1035246366884,-1.27768560575479,0.364244589790649,-1.56675465738987
0.956,0.00295524947887609,-0.990614710626103,-0.117176133175027,-0.424896910103612,-0.0935546368577348,3.03618140441552,-1.29841509967777,0.308379318964718,-1.57525811280527
0.958,0.00272281373435786,-0.991444639613981,-0.113433128803749,-0.405970408354633,-0.0875305853960958,2.96955381625036,-1.31857414833675,0.262264232861842,-1.58279046046624
0.96,0.00249760776525965,-0.992236667251602,-0.109794075927344,-0.386986643174769,-0.0816363182070783,2.90392689904821,-1.33814228465786,0.232994922020013,-1.58931448276594
0.962,0.00227963569794598,-0.992990678685488,-0.106263542381219,-0.367947090877621,-0.0758731574564105,2.8393863414314,-1.35709845774874,0.227666976977224,-1.5947929620975
0.964,0.00206918750483483,-0.993706590678792,-0.102794083421953,-0.34885501764429,-0.0702465984810682,2.77522047909045,-1.37541928144318,0.253375988271467,-1.59918868085409
0.966,0.00186662461985749,-0.994384327898826,-0.099325251161417,-0.329714137122755,-0.0647631799108391,2.71051830948293,-1.39308078575647,0.317217546440736,-1.60246442142886
0.968,0.00167230847694528,-0.995023815012903,-0.0957965977114826,-0.310528162960996,-0.059429440375511,2.64436883006641,-1.41005900070391,0.426287242023023,-1.60458296621496
0.97,0.0014866005100295,-0.995624976688332,-0.0921476751840212,-0.291300808806991,-0.0542519185048717,2.57586103829846,-1.42632995630079,0.587199771511772,-1.60550855200815
0.972,0.00130986215304148,-0.996187737592425,-0.0883180356909043,-0.272035788308718,-0.0492371529287087,2.50408393163663,-1.44186968256243,0.795509268375829,-1.60523886686411
0.974,0.00114245483991252,-0.996712022392495,-0.0842472313440033,-0.252736815114155,-0.04439168227681,2.4281265075385,-1.45665420950412,1.03570930305944,-1.60380505009845
0.976,0.000984740004573925,-0.997197755755852,-0.0798748142551896,-0.233407602871283,-0.0397220451789632,2.34707776346164,-1.47065956714116,1.29181255196231,-1.60123969542936
0.978,0.000837079080957016,-0.997644862349808,-0.0751403365363348,-0.214051865228079,-0.0352347802649561,2.26002669686361,-1.48386178548885,1.54783169148412,-1.59757539657508
0.98,0.000699833502993101,-0.998053266841675,-0.0699833502993101,-0.194673315832522,-0.0309364261645764,2.16606230520199,-1.49623689456249,1.78777939802459,-1.59284474725379
0.982,0.000573384967414334,-0.998422901775809,-0.0643615306719457,-0.175275218154538,-0.0268337400291482,2.06455540129483,-1.50776249712558,1.9956683479834,-1.58708034118371
0.984,0.00045819622215624,-0.998753731204753,-0.0583050448459057,-0.15585903495184,-0.0229343530961414,1.95600405940223,-1.51842248693444,2.15551121776026,-1.58031477208305
0.986,0.000354750277955188,-0.999045727058095,-0.051862183028813,-0.136425778804092,-0.0192461151245621,1.84118816914477,-1.52820233049358,2.25132068375487,-1.57258063367001
0.988,0.000263530145547548,-0.999298861265422,-0.0450812354282903,-0.116976462290955,-0.0157768758734166,1.72088762014303,-1.53708749430752,2.26710942236692,-1.56391051966281
0.99,0.000185018835669688,-0.999513105756323,-0.0380104922519603,-0.0975120979920891,-0.012534485101711,1.5958823020176,-1.54506344488078,2.18763138141681,-1.55433725534005
0.992,0.000119699359057977,-0.999688432460384,-0.030698243707446,-0.0780336984871573,-0.00952679256845167,1.46695210438907,-1.55211564871787,2.01468975140088,-1.54389899186932
0.994,6.80547264487843e-05,-0.999824813307195,-0.02319278000237,-0.0585422763558208,-0.00676164803264468,1.33487691687803,-1.55822957232331,1.76713696549143,-1.53263920630726
0.996,3.05679485784777e-05,-0.999922220226342,-0.0155423913443551,-0.0390388441777414,-0.00424690125329626,1.20043662910505,-1.56339068220162,1.46456672828145,-1.52060160727085
0.998,7.72203618342663e-06,-0.999980625147415,-0.00779536794102422,-0.0195244145325806,-0.00199040198941263,1.06441113069073,-1.56758444485731,1.12657274436395,-1.50782990337712
1,0,-1,0,0,0,0.92758031125565,-1.5707963267949,0.772748718331932,-1.49436780324305
1.002,7.72393297673401e-06,-0.999980323155978,0.00779542722818573,0.0195330801376171,0.00171905070930428,0.790723672550417,-1.57301626586954,0.422688354778353,-1.48025901548566
1.004,3.0572256910835e-05,-0.999921598756402,0.0155426483213652,0.0390722797870014,0.00317187914633821,0.65461916484573,-1.57425208533895,0.0959853582962245,-1.46554724872196
1.006,6.80624758116766e-05,-0.999823837384614,0.0231934028144618,0.0586147461521616,0.00436621007230864,0.520044350542309,-1.57451607981149,-0.187766566521457,-1.45027621156894
1.008,0.000119712093688633,-0.999687049623961,0.0306994302423987,0.0781576264371068,0.00530976824842242,0.387776792040873,-1.57382054389549,-0.408973715081699,-1.43448961264361
